Date;Pret EURO/LEI;Price Aur/EURO
Jul 08, 2021;4.9239;1521.41
Jul 09, 2021;4.923;1521.92
Jul 12, 2021;4.9239;1521.95
Jul 13, 2021;4.9246;1534.52
Jul 14, 2021;4.925;1543.11
Jul 15, 2021;4.9256;1547.64
Jul 16, 2021;4.925;1533.74
Jul 19, 2021;4.9234;1535.58
Jul 20, 2021;4.9211;1535.85
Jul 21, 2021;4.9206;1528.09
Jul 22, 2021;4.9197;1534.4
Jul 23, 2021;4.9187;1529.8
Jul 26, 2021;4.9122;1522.32
Jul 27, 2021;4.9138;1521.94
Jul 28, 2021;4.9166;1525.15
Jul 29, 2021;4.9158;1537.08
Jul 30, 2021;4.9129;1527.62
Aug 02, 2021;4.9142;1527.41
Aug 03, 2021;4.9135;1525.65
Aug 04, 2021;4.9145;1530.1
Aug 05, 2021;4.9105;1523.82
Aug 06, 2021;4.9094;1499.05
Aug 09, 2021;4.9103;1472.69
Aug 10, 2021;4.9123;1474.65
Aug 11, 2021;4.9098;1491.58
Aug 12, 2021;4.9082;1493.56
Aug 13, 2021;4.9061;1508.09
Aug 16, 2021;4.9142;1516.75
Aug 17, 2021;4.9212;1524.46
Aug 18, 2021;4.9203;1525.87
Aug 19, 2021;4.9279;1523.89
Aug 20, 2021;4.9304;1522.22
Aug 23, 2021;4.9244;1536.55
Aug 24, 2021;4.9253;1533.21
Aug 25, 2021;4.9243;1520.29
Aug 26, 2021;4.9301;1524.55
Aug 27, 2021;4.9312;1540.04
Aug 30, 2021;4.9313;1533.6
Aug 31, 2021;4.9312;1534.69
Sep 01, 2021;4.9318;1531.83
Sep 02, 2021;4.9343;1522.94
Sep 03, 2021;4.9414;1537.48
Sep 06, 2021;4.9439;1535.54
Sep 07, 2021;4.9451;1514.91
Sep 08, 2021;4.9448;1513.4
Sep 09, 2021;4.9424;1516.86
Sep 10, 2021;4.9413;1512.5
Sep 13, 2021;4.9432;1518.11
Sep 14, 2021;4.9447;1528.26
Sep 15, 2021;4.9446;1516.96
Sep 16, 2021;4.9435;1489.2
Sep 17, 2021;4.9421;1495.17
Sep 20, 2021;4.9451;1503.87
Sep 21, 2021;4.9444;1512.57
Sep 22, 2021;4.9467;1512.05
Sep 23, 2021;4.946;1484.23
Sep 24, 2021;4.9442;1493.25
Sep 27, 2021;4.9447;1495.88
Sep 28, 2021;4.9459;1483.51
Sep 29, 2021;4.9419;1488.22
Sep 30, 2021;4.9447;1516
Oct 01, 2021;4.9419;1517.82
Oct 04, 2021;4.9513;1521.63
Oct 05, 2021;4.9411;1516.82
Oct 06, 2021;4.9433;1524.47
Oct 07, 2021;4.9439;1518.91
Oct 08, 2021;4.9433;1517.75
Oct 11, 2021;4.9461;1517.69
Oct 12, 2021;4.9462;1525.79
Oct 13, 2021;4.9446;1546.22
Oct 14, 2021;4.9453;1547.89
Oct 15, 2021;4.9454;1523.23
Oct 18, 2021;4.9459;1519.15
Oct 19, 2021;4.945;1520.16
Oct 20, 2021;4.941;1528.87
Oct 21, 2021;4.9423;1533.15
Oct 22, 2021;4.944;1538.49
Oct 25, 2021;4.9429;1556.58
Oct 26, 2021;4.9426;1545.64
Oct 27, 2021;4.9456;1547.61
Oct 28, 2021;4.944;1539.15
Oct 29, 2021;4.9442;1541.55
Nov 01, 2021;4.9443;1544.63
Nov 02, 2021;4.9458;1543.3
Nov 03, 2021;4.9453;1523.07
Nov 04, 2021;4.9466;1549.71
Nov 05, 2021;4.9459;1571.17
Nov 08, 2021;4.9451;1573.33
Nov 09, 2021;4.9448;1579.38
Nov 10, 2021;4.946;1610.08
Nov 11, 2021;4.9425;1625.36
Nov 12, 2021;4.9478;1627.42
Nov 15, 2021;4.9468;1637.67
Nov 16, 2021;4.945;1633.92
Nov 17, 2021;4.946;1649.28
Nov 18, 2021;4.9444;1634.12
Nov 19, 2021;4.9519;1634.24
Nov 22, 2021;4.9461;1605.44
Nov 23, 2021;4.945;1589.86
Nov 24, 2021;4.9447;1596.69
Nov 25, 2021;4.9443;1595.4
Nov 26, 2021;4.9453;1582.73
Nov 29, 2021;4.9454;1579.79
Nov 30, 2021;4.9436;1564.31
Dec 01, 2021;4.9453;1573.59
Dec 02, 2021;4.9463;1564.5
Dec 03, 2021;4.946;1576.16
Dec 06, 2021;4.9446;1575.31
Dec 07, 2021;4.9443;1582.95
Dec 08, 2021;4.9468;1571.53
Dec 09, 2021;4.9458;1571.18
Dec 10, 2021;4.9442;1575.35
Dec 13, 2021;4.945;1582.79
Dec 14, 2021;4.9454;1571.7
Dec 15, 2021;4.9434;1573.12
Dec 16, 2021;4.9455;1587.53
Dec 17, 2021;4.9461;1599.08
Dec 20, 2021;4.9461;1587.1
Dec 21, 2021;4.9434;1584.11
Dec 22, 2021;4.9453;1591.53
Dec 23, 2021;4.9466;1596.02
Dec 24, 2021;4.9448;1597.13
Dec 27, 2021;4.9465;1598.93
Dec 28, 2021;4.948;1596.31
Dec 29, 2021;4.9474;1589.05
Dec 30, 2021;4.9444;1602.16
Dec 31, 2021;4.9429;1607.8
Jan 03, 2022;4.9443;1593.64
Jan 04, 2022;4.9436;1606.69
Jan 05, 2022;4.9432;1599
Jan 06, 2022;4.9362;1584.95
Jan 07, 2022;4.9407;1580.24
Jan 10, 2022;4.9405;1590.01
Jan 11, 2022;4.9398;1602.17
Jan 12, 2022;4.9401;1595.24
Jan 13, 2022;4.9401;1590.44
Jan 14, 2022;4.9399;1591.54
Jan 17, 2022;4.9404;1594.07
Jan 18, 2022;4.9409;1600.57
Jan 19, 2022;4.9412;1621.64
Jan 20, 2022;4.9413;1625.41
Jan 21, 2022;4.9408;1616.04
Jan 24, 2022;4.9374;1626.83
Jan 25, 2022;4.9418;1634.6
Jan 26, 2022;4.9399;1618.22
Jan 27, 2022;4.9434;1611.9
Jan 28, 2022;4.9404;1606.74
Jan 31, 2022;4.9432;1598.98
Feb 01, 2022;4.9417;1597.35
Feb 02, 2022;4.9411;1597.73
Feb 03, 2022;4.9436;1576.9
Feb 04, 2022;4.9424;1578.6
Feb 07, 2022;4.9432;1590.57
Feb 08, 2022;4.9388;1599.06
Feb 09, 2022;4.9393;1603.96
Feb 10, 2022;4.9407;1597.91
Feb 11, 2022;4.9424;1638.3
Feb 14, 2022;4.9399;1654.43
Feb 15, 2022;4.9351;1631.33
Feb 16, 2022;4.9387;1643.24
Feb 17, 2022;4.9381;1670.44
Feb 18, 2022;4.9398;1675.82
Feb 21, 2022;4.9424;1684.96
Feb 22, 2022;4.9397;1675.4
Feb 23, 2022;4.9437;1686.99
Feb 24, 2022;4.9461;1699.95
Feb 25, 2022;4.9428;1674.71
Feb 28, 2022;4.9448;1700.34
Mar 01, 2022;4.9451;1747.5
Mar 02, 2022;4.9445;1733.34
Mar 03, 2022;4.9455;1748.82
Mar 04, 2022;4.9434;1801.29
Mar 07, 2022;4.9437;1839.89
Mar 08, 2022;4.9475;1879.89
Mar 09, 2022;4.9448;1797.25
Mar 10, 2022;4.9436;1816.68
Mar 11, 2022;4.9442;1819.2
Mar 14, 2022;4.9448;1782
Mar 15, 2022;4.9427;1750.15
Mar 16, 2022;4.9385;1745.5
Mar 17, 2022;4.9424;1750.91
Mar 18, 2022;4.9431;1738.11
Mar 21, 2022;4.9421;1756.66
Mar 22, 2022;4.9378;1741.47
Mar 23, 2022;4.9437;1765.95
Mar 24, 2022;4.9442;1779.61
Mar 25, 2022;4.9451;1782.24
Mar 28, 2022;4.9403;1750.04
Mar 29, 2022;4.9429;1730.44
Mar 30, 2022;4.9437;1731.2
Mar 31, 2022;4.9372;1749.11
Apr 01, 2022;4.944;1740.41
Apr 04, 2022;4.9391;1760.76
Apr 05, 2022;4.9384;1762.99
Apr 06, 2022;4.9352;1766.39
Apr 07, 2022;4.9375;1775.06
Apr 08, 2022;4.9379;1789.37
Apr 11, 2022;4.9363;1794.15
Apr 12, 2022;4.9363;1815.41
Apr 13, 2022;4.9352;1816.11
Apr 14, 2022;4.9369;1821.52
Apr 15, 2022;4.9352;1826.58
Apr 18, 2022;4.9342;1834.72
Apr 19, 2022;4.9384;1807.09
Apr 20, 2022;4.9385;1802.94
Apr 21, 2022;4.9392;1799.72
Apr 22, 2022;4.9378;1788.62
Apr 25, 2022;4.9414;1770.59
Apr 26, 2022;4.9411;1790.57
Apr 27, 2022;4.9436;1785.83
Apr 28, 2022;4.945;1803.46
Apr 29, 2022;4.9419;1798.42
May 02, 2022;4.9407;1772.84
May 03, 2022;4.943;1774.32
May 04, 2022;4.9423;1770.16
May 05, 2022;4.9451;1779.39
May 06, 2022;4.9472;1783.88
May 09, 2022;4.9405;1755.28
May 10, 2022;4.9424;1745.2
May 11, 2022;4.9441;1761.27
May 12, 2022;4.9435;1754.59
May 13, 2022;4.9414;1738.54
May 16, 2022;4.9441;1747.57
May 17, 2022;4.9441;1719.33
May 18, 2022;4.9467;1734.49
May 19, 2022;4.9459;1738.83
May 20, 2022;4.9435;1747.58
May 23, 2022;4.9429;1732.9
May 24, 2022;4.9391;1738.04
May 25, 2022;4.9381;1734.17
May 26, 2022;4.9339;1724.71
May 27, 2022;4.9358;1726.97
May 30, 2022;4.9395;1721.74
May 31, 2022;4.94;1710.8
Jun 01, 2022;4.9352;1733.09
Jun 02, 2022;4.9376;1737.48
Jun 03, 2022;4.9391;1726.3
Jun 06, 2022;4.9382;1721.01
Jun 07, 2022;4.9381;1730.08
Jun 08, 2022;4.9389;1728.8
Jun 09, 2022;4.9394;1740.06
Jun 10, 2022;4.9376;1778.81
Jun 13, 2022;4.9361;1747.22
Jun 14, 2022;4.9391;1734.71
Jun 15, 2022;4.9361;1754.63
Jun 16, 2022;4.9391;1759.94
Jun 17, 2022;4.943;1751.3
Jun 20, 2022;4.9425;1748.59
Jun 21, 2022;4.9392;1740.23
Jun 22, 2022;4.9421;1738.23
Jun 23, 2022;4.944;1730.83
Jun 24, 2022;4.9398;1729.89
Jun 27, 2022;4.9414;1721.26
Jun 28, 2022;4.9396;1728.49
Jun 29, 2022;4.9386;1740.18
Jun 30, 2022;4.9394;1722.87
Jul 01, 2022;4.9435;1735.86
Jul 04, 2022;4.9393;1735.36
Jul 05, 2022;4.9401;1718.44
Jul 06, 2022;4.9378;1706.59
Jul 07, 2022;4.939;1711.24
Jul 08, 2022;4.9375;1710.21
Jul 11, 2022;4.9363;1726.11
Jul 12, 2022;4.9397;1718.64
Jul 13, 2022;4.9372;1723.96
Jul 14, 2022;4.9372;1705.88
Jul 15, 2022;4.9356;1692.04
Jul 18, 2022;4.9346;1683.94
Jul 19, 2022;4.9361;1672.57
Jul 20, 2022;4.9309;1666.13
Jul 21, 2022;4.9321;1678.52
Jul 22, 2022;4.928;1690.12
Jul 25, 2022;4.9287;1681.58
Jul 26, 2022;4.9263;1696.67
Jul 27, 2022;4.9272;1698.92
Jul 28, 2022;4.9286;1721.31
Jul 29, 2022;4.9217;1727.24
Aug 01, 2022;4.919;1726.05
Aug 02, 2022;4.9228;1731.08
Aug 03, 2022;4.9191;1735.7
Aug 04, 2022;4.923;1747.33
Aug 05, 2022;4.9207;1742.3
Aug 08, 2022;4.8961;1753.69
Aug 09, 2022;4.8981;1755.84
Aug 10, 2022;4.9016;1739.54
Aug 11, 2022;4.8917;1733.62
Aug 12, 2022;4.8802;1755.76
Aug 15, 2022;4.8317;1750.78
Aug 16, 2022;4.8775;1744.93
Aug 17, 2022;4.8781;1730.37
Aug 18, 2022;4.8763;1742.16
Aug 19, 2022;4.8768;1738.38
Aug 22, 2022;4.8771;1745.74
Aug 23, 2022;4.8439;1752.9
Aug 24, 2022;4.857;1756.26
Aug 25, 2022;4.8663;1762.22
Aug 26, 2022;4.8643;1742.79
Aug 29, 2022;4.8613;1736.86
Aug 30, 2022;4.8629;1720.44
Aug 31, 2022;4.8414;1699.52
Sep 01, 2022;4.8361;1706.33
Sep 02, 2022;4.8075;1719.56
Sep 05, 2022;4.8194;1720.31
Sep 06, 2022;4.8405;1717.42
Sep 07, 2022;4.8498;1716.99
Sep 08, 2022;4.8761;1708.26
Sep 09, 2022;4.8945;1709.04
Sep 12, 2022;4.9091;1702.91
Sep 13, 2022;4.9186;1706.35
Sep 14, 2022;4.9225;1699.71
Sep 15, 2022;4.9194;1663.82
Sep 16, 2022;4.9194;1671.68
Sep 19, 2022;4.9242;1671.44
Sep 20, 2022;4.9381;1669.01
Sep 21, 2022;4.9393;1700.77
Sep 22, 2022;4.9355;1698.14
Sep 23, 2022;4.938;1695.37
Sep 26, 2022;4.9368;1686.6
Sep 27, 2022;4.9452;1696.63
Sep 28, 2022;4.9439;1704.1
Sep 29, 2022;4.946;1690.96
Sep 30, 2022;4.9451;1693.14
Oct 03, 2022;4.9441;1728.72
Oct 04, 2022;4.934;1727.77
Oct 05, 2022;4.9292;1735.42
Oct 06, 2022;4.9354;1746.34
Oct 07, 2022;4.936;1738.11
Oct 10, 2022;4.9336;1719.2
Oct 11, 2022;4.9317;1715.25
Oct 12, 2022;4.9355;1722.73
Oct 13, 2022;4.9326;1704.12
Oct 14, 2022;4.9293;1690.4
Oct 17, 2022;4.9314;1676.23
Oct 18, 2022;4.9282;1675.55
Oct 19, 2022;4.9165;1666.15
Oct 20, 2022;4.9121;1662.71
Oct 21, 2022;4.9095;1679.53
Oct 24, 2022;4.9077;1670.36
Oct 25, 2022;4.8948;1657.92
Oct 26, 2022;4.8626;1650.88
Oct 27, 2022;4.8925;1667.87
Oct 28, 2022;4.9186;1649.59
Oct 31, 2022;4.9081;1651.69
Nov 01, 2022;4.9029;1668.51
Nov 02, 2022;4.9038;1665.02
Nov 03, 2022;4.8977;1668.56
Nov 04, 2022;4.8846;1686.94
Nov 07, 2022;4.8841;1671.51
Nov 08, 2022;4.8939;1699.55
Nov 09, 2022;4.8904;1703.54
Nov 10, 2022;4.875;1718.69
Nov 11, 2022;4.889;1710.02
Nov 14, 2022;4.8998;1712.56
Nov 15, 2022;4.9189;1718.66
Nov 16, 2022;4.9155;1706.04
Nov 17, 2022;4.9232;1698.51
Nov 18, 2022;4.9376;1694.66
Nov 21, 2022;4.935;1695.84
Nov 22, 2022;4.9282;1688.02
Nov 23, 2022;4.932;1682.21
Nov 24, 2022;4.9155;1685.84
Nov 25, 2022;4.9147;1688.76
Nov 28, 2022;4.9181;1683.37
Nov 29, 2022;4.9136;1693.56
Nov 30, 2022;4.9253;1698.4
Dec 01, 2022;4.9271;1712.67
Dec 02, 2022;4.9191;1705.37
Dec 05, 2022;4.9139;1685.14
Dec 06, 2022;4.9099;1688.61
Dec 07, 2022;4.911;1699.69
Dec 08, 2022;4.9122;1694.09
Dec 09, 2022;4.9182;1705.54
Dec 12, 2022;4.9256;1689.95
Dec 13, 2022;4.9221;1701.92
Dec 14, 2022;4.9201;1691.22
Dec 15, 2022;4.9185;1671.64
Dec 16, 2022;4.9084;1693.12
Dec 19, 2022;4.9044;1684.4
Dec 20, 2022;4.9046;1710.18
Dec 21, 2022;4.8897;1710.17
Dec 22, 2022;4.8926;1688.49
Dec 23, 2022;4.9093;1693.28
Dec 26, 2022;4.9176;1689.65
Dec 27, 2022;4.9218;1703.19
Dec 28, 2022;4.9392;1699.59
Dec 29, 2022;4.9451;1701.71
Dec 30, 2022;4.9402;1704.09
Jan 02, 2023;4.9199;1709.82
Jan 03, 2023;4.9294;1743.51
Jan 04, 2023;4.9225;1749.6
Jan 05, 2023;4.9221;1741.75
Jan 06, 2023;4.9251;1752.32
Jan 09, 2023;4.9208;1744.14
Jan 10, 2023;4.9308;1744.99
Jan 11, 2023;4.9333;1742.09
Jan 12, 2023;4.937;1745.59
Jan 13, 2023;4.94;1772.72
Jan 16, 2023;4.9258;1772.68
Jan 17, 2023;4.9304;1768.68
Jan 18, 2023;4.9323;1763.77
Jan 19, 2023;4.9172;1783.57
Jan 20, 2023;4.9086;1774.48
Jan 23, 2023;4.9087;1775.37
Jan 24, 2023;4.9077;1779.11
Jan 25, 2023;4.8941;1781.95
Jan 26, 2023;4.872;1770.61
Jan 27, 2023;4.8942;1772.91
Jan 30, 2023;4.9059;1772.21
Jan 31, 2023;4.9156;1774.92
Feb 01, 2023;4.9052;1773.45
Feb 02, 2023;4.899;1752.17
Feb 03, 2023;4.8865;1727.81
Feb 06, 2023;4.8953;1740.4
Feb 07, 2023;4.8917;1745.54
Feb 08, 2023;4.8908;1750.43
Feb 09, 2023;4.8865;1732.6
Feb 10, 2023;4.8956;1745.61
Feb 13, 2023;4.894;1728.26
Feb 14, 2023;4.8956;1726.02
Feb 15, 2023;4.8975;1715.99
Feb 16, 2023;4.8942;1719.29
Feb 17, 2023;4.9046;1721.51
Feb 20, 2023;4.9116;1722.95
Feb 21, 2023;4.9166;1722.83
Feb 22, 2023;4.9112;1722.77
Feb 23, 2023;4.9113;1718.01
Feb 24, 2023;4.9161;1716.56
Feb 27, 2023;4.9183;1710.96
Feb 28, 2023;4.9221;1726.63
Mar 01, 2023;4.9156;1719.88
Mar 02, 2023;4.9188;1731.17
Mar 03, 2023;4.9195;1744.07
Mar 06, 2023;4.914;1729.44
Mar 07, 2023;4.9138;1718.28
Mar 08, 2023;4.9075;1719.53
Mar 09, 2023;4.9077;1729.92
Mar 10, 2023;4.913;1754.83
Mar 13, 2023;4.9153;1782.99
Mar 14, 2023;4.917;1773.9
Mar 15, 2023;4.9126;1811.92
Mar 16, 2023;4.9141;1809.59
Mar 17, 2023;4.9179;1863.05
Mar 20, 2023;4.9171;1843.65
Mar 21, 2023;4.9211;1800.97
Mar 22, 2023;4.913;1812.98
Mar 23, 2023;4.9212;1838.76
Mar 24, 2023;4.9257;1837.58
Mar 27, 2023;4.9378;1813.03
Mar 28, 2023;4.9472;1819.35
Mar 29, 2023;4.9508;1810.41
Mar 30, 2023;4.9439;1815.91
Mar 31, 2023;4.9438;1815.63
Apr 03, 2023;4.9302;1820.71
Apr 04, 2023;4.9265;1844.15
Apr 05, 2023;4.9293;1853.62
Apr 06, 2023;4.9335;1837.83
Apr 07, 2023;4.9309;1842.05
Apr 10, 2023;4.9272;1834.58
Apr 11, 2023;4.9328;1837.24
Apr 12, 2023;4.9345;1832.78
Apr 13, 2023;4.9317;1847.06
Apr 14, 2023;4.9404;1821.04
Apr 17, 2023;4.9364;1823.61
Apr 18, 2023;4.9315;1827.54
Apr 19, 2023;4.9262;1820.03
Apr 20, 2023;4.9276;1825.17
Apr 21, 2023;4.9327;1804.11
Apr 24, 2023;4.9278;1801.39
Apr 25, 2023;4.9316;1818.5
Apr 26, 2023;4.9386;1802.22
Apr 27, 2023;4.9349;1801.8
Apr 28, 2023;4.9253;1804.61
May 01, 2023;4.9031;1806.27
May 02, 2023;4.9297;1831.93
May 03, 2023;4.9234;1841.15
May 04, 2023;4.9242;1861.36
May 05, 2023;4.9241;1831.16
May 08, 2023;4.9171;1837.47
May 09, 2023;4.9146;1855.45
May 10, 2023;4.9201;1848.13
May 11, 2023;4.926;1845.36
May 12, 2023;4.9256;1852.71
May 15, 2023;4.9362;1853.77
May 16, 2023;4.945;1830.42
May 17, 2023;4.9581;1827.51
May 18, 2023;4.9705;1816.45
May 19, 2023;4.9727;1829.9
May 22, 2023;4.9673;1822.97
May 23, 2023;4.9684;1833.25
May 24, 2023;4.9585;1819.86
May 25, 2023;4.9438;1810.12
May 26, 2023;4.9523;1814.53
May 29, 2023;4.957;1814.21
May 30, 2023;4.9625;1824.56
May 31, 2023;4.9634;1834.55
Jun 01, 2023;4.9627;1836.97
Jun 02, 2023;4.9606;1818.48
Jun 05, 2023;4.9593;1830.38
Jun 06, 2023;4.9572;1835.6
Jun 07, 2023;4.9552;1812.44
Jun 08, 2023;4.9493;1824.54
Jun 09, 2023;4.9521;1823.64
Jun 12, 2023;4.9514;1819.41
Jun 13, 2023;4.9581;1800.08
Jun 14, 2023;4.9516;1792.44
Jun 15, 2023;4.9567;1788.06
Jun 16, 2023;4.9548;1788.68
Jun 19, 2023;4.9572;1785.17
Jun 20, 2023;4.9599;1773.05
Jun 21, 2023;4.9571;1758.64
Jun 22, 2023;4.9611;1744.68
Jun 23, 2023;4.9485;1762.96
Jun 26, 2023;4.9505;1761.54
Jun 27, 2023;4.9566;1744.96
Jun 28, 2023;4.9589;1747.07
Jun 29, 2023;4.9618;1755.33
Jun 30, 2023;4.9552;1758.83
Jul 03, 2023;4.9459;1760.42
Jul 04, 2023;4.9484;1769.22
Jul 05, 2023;4.9446;1763.95
Jul 06, 2023;4.9479;1754.28
Jul 07, 2023;4.9429;1754.92
Jul 10, 2023;4.9437;1749.48
Jul 11, 2023;4.9451;1754.52
Jul 12, 2023;4.9436;1757.67
Jul 13, 2023;4.9332;1745.76
Jul 14, 2023;4.9318;1740.65
Jul 17, 2023;4.9372;1740.34
Jul 18, 2023;4.9353;1761.73
Jul 19, 2023;4.9329;1764.1
Jul 20, 2023;4.9287;1769.35
Jul 21, 2023;4.9318;1762.77
Jul 24, 2023;4.9146;1765.26
Jul 25, 2023;4.9204;1776.74
Jul 26, 2023;4.9212;1778.41
Jul 27, 2023;4.9241;1771.51
Jul 28, 2023;4.9286;1778.34
Jul 31, 2023;4.9291;1786.32
Aug 01, 2023;4.9276;1769.27
Aug 02, 2023;4.931;1767.82
Aug 03, 2023;4.9425;1765.45
Aug 04, 2023;4.9421;1763.97
Aug 07, 2023;4.9481;1758.21
Aug 08, 2023;4.9449;1756.7
Aug 09, 2023;4.9421;1743.53
Aug 10, 2023;4.9396;1740.95
Aug 11, 2023;4.9311;1747.64
Aug 14, 2023;4.9371;1748.03
Aug 15, 2023;4.9369;1743.54
Aug 16, 2023;4.9321;1738.33
Aug 17, 2023;4.9375;1735.56
Aug 18, 2023;4.9387;1737.46
Aug 21, 2023;4.9333;1738.34
Aug 22, 2023;4.9328;1748.68
Aug 23, 2023;4.932;1762.89
Aug 24, 2023;4.9356;1772.25
Aug 25, 2023;4.9351;1772.13
Aug 28, 2023;4.9362;1773.5
Aug 29, 2023;4.9371;1780.18
Aug 30, 2023;4.9382;1777.03
Aug 31, 2023;4.937;1788.52
Sep 01, 2023;4.9449;1799.38
Sep 04, 2023;4.9397;1795.45
Sep 05, 2023;4.9563;1794.45
Sep 06, 2023;4.9586;1786.16
Sep 07, 2023;4.9626;1793.7
Sep 08, 2023;4.9585;1792.88
Sep 11, 2023;4.9584;1787.24
Sep 12, 2023;4.9706;1778.61
Sep 13, 2023;4.9656;1776.03
Sep 14, 2023;4.9668;1794.64
Sep 15, 2023;4.9644;1804.66
Sep 18, 2023;4.9655;1808
Sep 19, 2023;4.9664;1807.58
Sep 20, 2023;4.9676;1809.73
Sep 21, 2023;4.9665;1799.56
Sep 22, 2023;4.9652;1806.48
Sep 25, 2023;4.9646;1807.26
Sep 26, 2023;4.9675;1797.04
Sep 27, 2023;4.9709;1784.72
Sep 28, 2023;4.9673;1765.03
Sep 29, 2023;4.9682;1747.98
Oct 02, 2023;4.9694;1743.92
Oct 03, 2023;4.9722;1740.98
Oct 04, 2023;4.9708;1733.23
Oct 05, 2023;4.9658;1724.73
Oct 06, 2023;4.9635;1730.38
Oct 09, 2023;4.961;1760.61
Oct 10, 2023;4.962;1753.56
Oct 11, 2023;4.9598;1764.46
Oct 12, 2023;4.9587;1774.57
Oct 13, 2023;4.9643;1838.1
Oct 16, 2023;4.9611;1817.26
Oct 17, 2023;4.9656;1817.33
Oct 18, 2023;4.968;1846.25
Oct 19, 2023;4.9703;1864.7
Oct 20, 2023;4.9695;1869.36
Oct 23, 2023;4.9668;1848.28
Oct 24, 2023;4.9609;1860.53
Oct 25, 2023;4.9582;1873.18
Oct 26, 2023;4.9625;1878.26
Oct 27, 2023;4.9619;1898.35
Oct 30, 2023;4.9608;1879.65
Oct 31, 2023;4.9627;1874.57
Nov 01, 2023;4.9645;1874.75
Nov 02, 2023;4.9649;1868.78
Nov 03, 2023;4.9662;1856.22
Nov 06, 2023;4.9649;1844.92
Nov 07, 2023;4.9644;1839.82
Nov 08, 2023;4.9633;1820.85
Nov 09, 2023;4.9652;1835.24
Nov 10, 2023;4.9668;1812.63
Nov 13, 2023;4.9684;1818.52
Nov 14, 2023;4.9684;1804.06
Nov 15, 2023;4.9655;1805.65
Nov 16, 2023;4.9673;1825.08
Nov 17, 2023;4.9628;1814.69
Nov 20, 2023;4.9694;1807.28
Nov 21, 2023;4.9665;1830.65
Nov 22, 2023;4.9689;1827.08
Nov 23, 2023;4.9668;1826.16
Nov 24, 2023;4.9617;1829.45
Nov 27, 2023;4.9695;1839.31
Nov 28, 2023;4.9672;1855.91
Nov 29, 2023;4.9685;1862.73
Nov 30, 2023;4.9664;1870.06
Dec 01, 2023;4.9571;1902.7
Dec 04, 2023;4.9658;1872.1
Dec 05, 2023;4.9601;1869.6
Dec 06, 2023;4.9639;1881.01
Dec 07, 2023;4.9648;1878.71
Dec 08, 2023;4.9627;1861.02
Dec 11, 2023;4.9683;1840.37
Dec 12, 2023;4.9693;1833.33
Dec 13, 2023;4.9634;1863.89
Dec 14, 2023;4.9682;1851.74
Dec 15, 2023;4.9658;1852.06
Dec 18, 2023;4.9669;1853.72
Dec 19, 2023;4.9681;1857.18
Dec 20, 2023;4.9657;1855.41
Dec 21, 2023;4.9665;1857.57
Dec 22, 2023;4.9658;1863.97
Dec 25, 2023;4.9645;1864.48
Dec 26, 2023;4.9668;1871.08
Dec 27, 2023;4.9715;1870.39
Dec 28, 2023;4.9627;1866.75
Dec 29, 2023;4.97;1868.63
Jan 01, 2024;4.9709;1867.27
Jan 02, 2024;4.9654;1880.84
Jan 03, 2024;4.9688;1868.7
Jan 04, 2024;4.9711;1866.07
Jan 05, 2024;4.9684;1869.23
Jan 08, 2024;4.969;1851.17
Jan 09, 2024;4.968;1856.57
Jan 10, 2024;4.9691;1844.09
Jan 11, 2024;4.969;1849.25
Jan 12, 2024;4.9691;1870.46
Jan 15, 2024;4.9691;1875.9
Jan 16, 2024;4.9736;1864.22
Jan 17, 2024;4.9726;1842.75
Jan 18, 2024;4.9731;1859.49
Jan 19, 2024;4.9708;1861.93
Jan 22, 2024;4.972;1856.86
Jan 23, 2024;4.9733;1869.07
Jan 24, 2024;4.9732;1849.6
Jan 25, 2024;4.9742;1861.91
Jan 26, 2024;4.973;1859.19
Jan 29, 2024;4.9731;1875.73
Jan 30, 2024;4.9732;1877.37
Jan 31, 2024;4.9721;1885.16
Feb 01, 2024;4.9685;1889.27
Feb 02, 2024;4.9662;1889.68
Feb 05, 2024;4.9717;1884.4
Feb 06, 2024;4.9734;1892.82
Feb 07, 2024;4.9729;1888.48
Feb 08, 2024;4.9727;1886.8
Feb 09, 2024;4.9718;1876.65
Feb 12, 2024;4.9698;1874.63
Feb 13, 2024;4.9733;1860.59
Feb 14, 2024;4.9729;1856.72
Feb 15, 2024;4.9738;1859.44
Feb 16, 2024;4.973;1867.79
Feb 19, 2024;4.9719;1870.27
Feb 20, 2024;4.971;1872.87
Feb 21, 2024;4.9703;1872.07
Feb 22, 2024;4.973;1869.42
Feb 23, 2024;4.9712;1881.09
Feb 26, 2024;4.9685;1871.18
Feb 27, 2024;4.9623;1871.35
Feb 28, 2024;4.9645;1876.46
Feb 29, 2024;4.9661;1891.15
Mar 01, 2024;4.9633;1921.77
Mar 04, 2024;4.9695;1946.76
Mar 05, 2024;4.9688;1959.1
Mar 06, 2024;4.9674;1970.39
Mar 07, 2024;4.966;1972.05
Mar 08, 2024;4.9621;1990.23
Mar 11, 2024;4.9652;1997.27
Mar 12, 2024;4.9643;1974.86
Mar 13, 2024;4.9672;1985.6
Mar 14, 2024;4.9683;1986.08
Mar 15, 2024;4.9682;1979.2
Mar 18, 2024;4.9695;1986.15
Mar 19, 2024;4.9717;1985.02
Mar 20, 2024;4.9681;2001.27
Mar 21, 2024;4.9711;2007.98
