Date;Pret EURO/LEI;Price Aur/EURO
Mar 22, 2024;4.9672;2002.95
Mar 25, 2024;4.9681;2003.44
Mar 26, 2024;4.9658;2010.74
Mar 27, 2024;4.9703;2026.27
Mar 28, 2024;4.9656;2069.86
Mar 29, 2024;4.9654;2068.16
Apr 01, 2024;4.968;2095.67
Apr 02, 2024;4.9666;2116.79
Apr 03, 2024;4.9659;2121.4
Apr 04, 2024;4.9645;2112.81
Apr 05, 2024;4.9609;2149.1
Apr 08, 2024;4.9647;2153.33
Apr 09, 2024;4.9652;2166.49
Apr 10, 2024;4.9664;2171.6
Apr 11, 2024;4.9686;2211.03
Apr 12, 2024;4.9683;2201.01
Apr 15, 2024;4.9709;2241.66
Apr 16, 2024;4.9726;2243.09
Apr 17, 2024;4.9724;2210.01
Apr 18, 2024;4.974;2234.69
Apr 19, 2024;4.9714;2243.96
Apr 22, 2024;4.9713;2183.36
Apr 23, 2024;4.9731;2169.29
Apr 24, 2024;4.9731;2163.9
Apr 25, 2024;4.9737;2172.96
Apr 26, 2024;4.9718;2185.29
Apr 29, 2024;4.9732;2177.85
Apr 30, 2024;4.971;2142.6
May 01, 2024;4.9704;2164.79
May 02, 2024;4.9727;2146.84
May 03, 2024;4.9687;2139.5
May 06, 2024;4.9663;2157.49
May 07, 2024;4.9729;2151.27
May 08, 2024;4.9722;2146.79
May 09, 2024;4.9726;2175.9
May 10, 2024;4.9718;2190.79
May 13, 2024;4.9725;2164.74
May 14, 2024;4.9724;2178.02
May 15, 2024;4.9702;2191.56
May 16, 2024;4.9716;2186.05
May 17, 2024;4.9729;2220.79
May 20, 2024;4.9706;2234.13
May 21, 2024;4.9701;2230.25
May 22, 2024;4.9714;2196.98
May 23, 2024;4.9718;2153.14
May 24, 2024;4.9702;2151.02
May 27, 2024;4.9733;2164.78
May 28, 2024;4.9708;2174.6
May 29, 2024;4.9739;2163.55
May 30, 2024;4.9744;2164.52
May 31, 2024;4.9695;2145.6
Jun 03, 2024;4.9715;2154.42
Jun 04, 2024;4.9718;2137.33
Jun 05, 2024;4.9734;2165.14
Jun 06, 2024;4.9732;2181.3
Jun 07, 2024;4.9707;2122.14
Jun 10, 2024;4.9737;2145.36
Jun 11, 2024;4.9755;2156.37
Jun 12, 2024;4.9768;2148.61
Jun 13, 2024;4.9731;2144.95
Jun 14, 2024;4.97;2179.11
Jun 17, 2024;4.9742;2159.02
Jun 18, 2024;4.9718;2168.12
Jun 19, 2024;4.9726;2164.61
Jun 20, 2024;4.9727;2204.76
Jun 21, 2024;4.9694;2170.8
Jun 24, 2024;4.9725;2173.36
Jun 25, 2024;4.9717;2164.18
Jun 26, 2024;4.9741;2149.84
Jun 27, 2024;4.9739;2174.35
Jun 28, 2024;4.9661;2170.96
Jul 01, 2024;4.9727;2169.65
Jul 02, 2024;4.9745;2167.4
Jul 03, 2024;4.9737;2183.91
Jul 04, 2024;4.9728;2179.17
Jul 05, 2024;4.9686;2206.15
Jul 08, 2024;4.9701;2178.74
Jul 09, 2024;4.9695;2185.51
Jul 10, 2024;4.9715;2189.1
Jul 11, 2024;4.9715;2221.89
Jul 12, 2024;4.9668;2210.25
Jul 15, 2024;4.9659;2223.15
Jul 16, 2024;4.9648;2264.67
Jul 17, 2024;4.9661;2246.25
Jul 18, 2024;4.9665;2244.14
Jul 19, 2024;4.9657;2206.41
Jul 22, 2024;4.9681;2199.72
Jul 23, 2024;4.9682;2218.89
Jul 24, 2024;4.9672;2211
Jul 25, 2024;4.9662;2179.33
Jul 26, 2024;4.9686;2197.8
Jul 29, 2024;4.9699;2202.63
Jul 30, 2024;4.9727;2226.59
Jul 31, 2024;4.9725;2259.89
Aug 01, 2024;4.9724;2266.89
Aug 02, 2024;4.9723;2239.12
Aug 05, 2024;4.9735;2200.68
Aug 06, 2024;4.9745;2186.41
Aug 07, 2024;4.9738;2181.53
Aug 08, 2024;4.9743;2222.96
Aug 09, 2024;4.9747;2226.73
Aug 12, 2024;4.9744;2259.22
Aug 13, 2024;4.9727;2241.94
Aug 14, 2024;4.9736;2222.28
Aug 15, 2024;4.973;2238.96
Aug 16, 2024;4.9734;2273.64
Aug 19, 2024;4.9765;2258.89
Aug 20, 2024;4.9751;2257.45
Aug 21, 2024;4.9735;2251.77
Aug 22, 2024;4.9741;2234.8
Aug 23, 2024;4.9718;2244.38
Aug 26, 2024;4.9746;2255.76
Aug 27, 2024;4.9751;2256.01
Aug 28, 2024;4.9745;2251.9
Aug 29, 2024;4.9743;2275.86
Aug 30, 2024;4.9739;2265.6
Sep 02, 2024;4.9711;2257.1
Sep 03, 2024;4.97;2256.24
Sep 04, 2024;4.9693;2251.22
Sep 05, 2024;4.9701;2264.9
Sep 06, 2024;4.9671;2252.21
Sep 09, 2024;4.9705;2270.03
Sep 10, 2024;4.9725;2282.65
Sep 11, 2024;4.9707;2280.42
Sep 12, 2024;4.9712;2310.17
Sep 13, 2024;4.9716;2327.05
Sep 16, 2024;4.9712;2318.51
Sep 17, 2024;4.9714;2311.69
Sep 18, 2024;4.9721;2301.2
Sep 19, 2024;4.9719;2317.09
Sep 20, 2024;4.9685;2348.79
Sep 23, 2024;4.9724;2364.18
Sep 24, 2024;4.9729;2376.06
Sep 25, 2024;4.9732;2386.3
Sep 26, 2024;4.973;2390.77
Sep 27, 2024;4.9731;2380.84
Sep 30, 2024;4.9724;2365.84
Oct 01, 2024;4.9734;2405.12
Oct 02, 2024;4.974;2406
Oct 03, 2024;4.9734;2407.03
Oct 04, 2024;4.9747;2416.87
Oct 07, 2024;4.9722;2406.98
Oct 08, 2024;4.9739;2386.87
Oct 09, 2024;4.9739;2383.66
Oct 10, 2024;4.9724;2403.35
Oct 11, 2024;4.9735;2427.99
Oct 14, 2024;4.9714;2427.6
Oct 15, 2024;4.9728;2443.45
Oct 16, 2024;4.9734;2459.36
Oct 17, 2024;4.9721;2485.81
Oct 18, 2024;4.9707;2504.08
Oct 21, 2024;4.9726;2513.83
Oct 22, 2024;4.9704;2544.75
Oct 23, 2024;4.9722;2516.96
Oct 24, 2024;4.9709;2525.81
Oct 25, 2024;4.9677;2544.87
Oct 28, 2024;4.9722;2535.87
Oct 29, 2024;4.971;2564.43
Oct 30, 2024;4.9721;2567.21
Oct 31, 2024;4.9722;2520.98
Nov 01, 2024;4.9704;2525.37
Nov 04, 2024;4.9722;2514.59
Nov 05, 2024;4.9726;2509.84
Nov 06, 2024;4.9733;2477.72
Nov 07, 2024;4.9735;2503.67
Nov 08, 2024;4.973;2503.75
Nov 11, 2024;4.9722;2456.06
Nov 12, 2024;4.9731;2445.41
Nov 13, 2024;4.9749;2434.93
Nov 14, 2024;4.9742;2434.61
Nov 15, 2024;4.9749;2429.53
Nov 18, 2024;4.9723;2463.14
Nov 19, 2024;4.9724;2483.39
Nov 20, 2024;4.9734;2513.45
Nov 21, 2024;4.9728;2545.58
Nov 22, 2024;4.9723;2602.75
Nov 25, 2024;4.9742;2498.77
Nov 26, 2024;4.9728;2510.1
Nov 27, 2024;4.9723;2496.01
Nov 28, 2024;4.9734;2501.62
Nov 29, 2024;4.9728;2508.55
Dec 02, 2024;4.9739;2512.65
Dec 03, 2024;4.9718;2514.85
Dec 04, 2024;4.9729;2520.56
Dec 05, 2024;4.974;2484.78
Dec 06, 2024;4.9673;2490.69
Dec 09, 2024;4.9687;2519.39
Dec 10, 2024;4.9655;2556.97
Dec 11, 2024;4.9634;2587.63
Dec 12, 2024;4.9676;2560.39
Dec 13, 2024;4.9712;2521.81
Dec 16, 2024;4.9718;2522.51
Dec 17, 2024;4.9716;2520.92
Dec 18, 2024;4.9725;2496.88
Dec 19, 2024;4.9721;2502.62
Dec 20, 2024;4.9731;2512.5
Dec 23, 2024;4.9736;2510.07
Dec 24, 2024;4.9684;2512.93
Dec 25, 2024;4.9718;2511
Dec 26, 2024;4.9709;2525.47
Dec 27, 2024;4.9755;2512.23
Dec 30, 2024;4.972;2504.26
Dec 31, 2024;4.9719;2534.1
Jan 01, 2025;4.9709;2533.13
Jan 02, 2025;4.9699;2588.93
Jan 03, 2025;4.9677;2560.02
Jan 06, 2025;4.9677;2537.12
Jan 07, 2025;4.9686;2561.43
Jan 08, 2025;4.969;2578.98
Jan 09, 2025;4.9693;2591.08
Jan 10, 2025;4.9723;2624.95
Jan 13, 2025;4.9692;2597.57
Jan 14, 2025;4.971;2596.66
Jan 15, 2025;4.9724;2620.66
Jan 16, 2025;4.9693;2635.31
Jan 17, 2025;4.974;2630.01
Jan 20, 2025;4.9734;2599.59
Jan 21, 2025;4.9744;2632.11
Jan 22, 2025;4.972;2648.29
Jan 23, 2025;4.9729;2643.88
Jan 24, 2025;4.9718;2640.54
Jan 27, 2025;4.9708;2610.17
Jan 28, 2025;4.9703;2648.67
Jan 29, 2025;4.9692;2647.87
Jan 30, 2025;4.9712;2689.49
Jan 31, 2025;4.9722;2702.36
Feb 03, 2025;4.9738;2720.7
Feb 04, 2025;4.9716;2738.11
Feb 05, 2025;4.9715;2755.5
Feb 06, 2025;4.9716;2750.1
Feb 07, 2025;4.9736;2770.19
Feb 10, 2025;4.9737;2820.8
Feb 11, 2025;4.9728;2795.75
Feb 12, 2025;4.9732;2796.72
Feb 13, 2025;4.9723;2797.56
Feb 14, 2025;4.9744;2747.27
Feb 17, 2025;4.9719;2763.36
Feb 18, 2025;4.974;2809.01
Feb 19, 2025;4.9734;2814.02
Feb 20, 2025;4.973;2798.17
Feb 21, 2025;4.9715;2806.91
Feb 24, 2025;4.9717;2820.49
Feb 25, 2025;4.9735;2771.11
Feb 26, 2025;4.9734;2781.01
Feb 27, 2025;4.9725;2765.61
Feb 28, 2025;4.9725;2754.6
Mar 03, 2025;4.9719;2756.73
Mar 04, 2025;4.9719;2744.45
Mar 05, 2025;4.9722;2704.35
Mar 06, 2025;4.9692;2699.88
Mar 07, 2025;4.9721;2687.11
Mar 10, 2025;4.9715;2664.79
Mar 11, 2025;4.9739;2669.5
Mar 12, 2025;4.9748;2693.99
Mar 13, 2025;4.9728;2753.58
Mar 14, 2025;4.9733;2742.55
Mar 17, 2025;4.974;2746.01
Mar 18, 2025;4.9729;2772.04
Mar 19, 2025;4.9724;2794.7
Mar 20, 2025;4.9713;2805.15
Mar 21, 2025;4.973;2795.5
Mar 24, 2025;4.9721;2786.91
Mar 25, 2025;4.9722;2797.16
Mar 26, 2025;4.9724;2807.3
Mar 27, 2025;4.9756;2829.57
Mar 28, 2025;4.974;2848.68
Mar 31, 2025;4.9726;2887.32
Apr 01, 2025;4.974;2884.17
Apr 02, 2025;4.9754;2885.75
Apr 03, 2025;4.9735;2818.55
Apr 04, 2025;4.9714;2772.07
Apr 07, 2025;4.9724;2735.64
Apr 08, 2025;4.9702;2721.63
Apr 09, 2025;4.9759;2814.55
Apr 10, 2025;4.9739;2835.12
Apr 11, 2025;4.975;2848.53
Apr 14, 2025;4.9727;2828.19
Apr 15, 2025;4.9715;2864.12
Apr 16, 2025;4.9724;2933.62
Apr 17, 2025;4.9713;2927.52
Apr 18, 2025;4.9747;2920.43
Apr 21, 2025;4.974;2971.97
Apr 22, 2025;4.9781;2960.39
Apr 23, 2025;4.9764;2906.05
Apr 24, 2025;4.9769;2940.15
Apr 25, 2025;4.9778;2920.9
Apr 28, 2025;4.9786;2927.68
Apr 29, 2025;4.9775;2913.57
Apr 30, 2025;4.9781;2902.87
May 01, 2025;4.9778;2870.05
